5;1;;;;;;;;;;;;;;;;
GDAS;;7;;5;;1;;0;;0;;;;;;;
GDAS;;7;;5;;8;;0;;0;;;;;;;
GDAS;;7;;5;;15;;0;;0;;;;;;;
GDAS;;7;;5;;22;;0;;0;;;;;;;
GDAS;;7;;5;;29;;0;;0;;;;;;;
3 BACK;W;ARD;OM;EGA;;;;;;;;;;;;;
1;1;;7;;5;;4;;13;;0;1;-95;15,23;-54,347;3559,4;667,1
2;1;;7;;5;;4;;13;;0;1;-95;15,497;-52,889;3942;635,7
3;1;;7;;5;;4;;13;;0;1;-95;17,279;-59,678;3703,6;654,9
1;1;;7;;5;;4;;12;;0;0;-96;15,146;-54,23;3589,2;664,5
2;1;;7;;5;;4;;12;;0;0;-96;15,412;-52,808;3945,6;635,3
3;1;;7;;5;;4;;12;;0;0;-96;17,277;-59,594;3758,1;650,5
1;1;;7;;5;;4;;11;;0;1;-97;15,076;-54,088;3619,2;660,8
2;1;;7;;5;;4;;11;;0;1;-97;15,328;-52,713;3946;635
3;1;;7;;5;;4;;11;;0;1;-97;17,277;-59,479;3809,5;645,4
1;1;;7;;5;;4;;10;;0;2;-98;15,029;-53,915;3636,7;658,8
2;1;;7;;5;;4;;10;;0;2;-98;15,25;-52,606;3945,1;634,8
3;1;;7;;5;;4;;10;;0;2;-98;17,278;-59,32;3843,2;642,2
1;1;;7;;5;;4;;9;;0;3;-99;14,999;-53,716;3639,5;658,2
2;1;;7;;5;;4;;9;;0;3;-99;15,177;-52,492;3943,1;634,6
3;1;;7;;5;;4;;9;;0;3;-99;17,287;-59,116;3846,3;641,3
1;1;;7;;5;;4;;8;;0;2;-100;14,984;-53,512;3630,3;659,2
2;1;;7;;5;;4;;8;;0;2;-100;15,112;-52,383;3940;634,9
3;1;;7;;5;;4;;8;;0;2;-100;17,311;-58,895;3822;644,3
1;1;;7;;5;;4;;7;;0;1;-101;14,983;-53,318;3614,1;660,6
2;1;;7;;5;;4;;7;;0;1;-101;15,061;-52,287;3936;635,3
3;1;;7;;5;;4;;7;;0;1;-101;17,35;-58,682;3792,2;647,1
1;1;;7;;5;;4;;6;;0;0;-102;14,997;-53,133;3594,4;662,4
2;1;;7;;5;;4;;6;;0;0;-102;15,024;-52,2;3932,2;635,6
3;1;;7;;5;;4;;6;;0;0;-102;17,405;-58,474;3770,4;649,1
1;1;;7;;5;;4;;5;;0;1;-103;15,025;-52,964;3584,5;664,6
2;1;;7;;5;;4;;5;;0;1;-103;14,999;-52,132;3934,9;636,4
