datetime;pmptp
30/09/2015 11:52;13.2083333333333
01/10/2015 11:52;13.0416666666667
02/10/2015 11:52;15.8645833333333
03/10/2015 11:52;18.1979166666667
04/10/2015 11:52;16.46875
05/10/2015 11:52;11.4479166666667
06/10/2015 11:52;16.8020833333333
07/10/2015 11:52;14.2604166666667
08/10/2015 11:52;26.1354166666667
09/10/2015 11:52;65.15625
10/10/2015 11:52;34.8020833333333
11/10/2015 11:52;21.2916666666667
12/10/2015 11:52;16.21875
13/10/2015 11:52;22.8645833333333
14/10/2015 11:52;14.9375
15/10/2015 11:52;20.3333333333333
16/10/2015 11:52;20.78125
17/10/2015 11:52;14.5
18/10/2015 11:52;17.9479166666667
19/10/2015 11:52;21.9895833333333
20/10/2015 11:52;22.1979166666667
21/10/2015 11:52;18.4375
22/10/2015 11:52;19.2916666666667
23/10/2015 11:52;18.65625
24/10/2015 11:52;15.5833333333333
25/10/2015 11:52;14.4236111111111
26/10/2015 11:52;18.1979166666667
27/10/2015 11:52;17.2291666666667
28/10/2015 11:52;23.9583333333333
29/10/2015 11:52;16.3854166666667
30/10/2015 11:52;16.0416666666667
31/10/2015 11:52;18.8125
01/11/2015 11:52;23.46875
02/11/2015 11:52;14.9479166666667
03/11/2015 11:52;18.3645833333333
04/11/2015 11:52;18.3854166666667
05/11/2015 11:52;20
06/11/2015 11:52;19.6979166666667
07/11/2015 11:52;14.46875
08/11/2015 11:52;25.4311594202899
09/11/2015 11:52;33.195652173913
10/11/2015 11:52;28.25
12/11/2015 11:52;19.9615384615385
13/11/2015 11:52;15.4166666666667
14/11/2015 11:52;14.5520833333333
15/11/2015 11:52;14.1458333333333
16/11/2015 11:52;28.2916666666667
17/11/2015 11:52;28.40625
18/11/2015 11:52;37.7916666666667
19/11/2015 11:52;25.1458333333333
20/11/2015 11:52;22.0104166666667
21/11/2015 11:52;18.5729166666667
22/11/2015 11:52;14.2916666666667
23/11/2015 11:52;18.7916666666667
24/11/2015 11:52;25.7916666666667
25/11/2015 11:52;38.65625
26/11/2015 11:52;29.8645833333333
27/11/2015 11:52;17.9826388888889
28/11/2015 11:52;20.2708333333333
29/11/2015 11:52;23
30/11/2015 11:52;21.7916666666667
01/12/2015 11:52;19.2395833333333
02/12/2015 11:52;20.15625
03/12/2015 11:52;20.09375
04/12/2015 11:52;20.1458333333333
05/12/2015 11:52;19.3125
06/12/2015 11:52;14.6875
07/12/2015 11:52;17.0729166666667
08/12/2015 11:52;16.28125
09/12/2015 11:52;14.8478260869565
10/12/2015 11:52;19.8645833333333
11/12/2015 11:52;34.2916666666667
12/12/2015 11:52;30.3854166666667
13/12/2015 11:52;19.15625
14/12/2015 11:52;17.75
15/12/2015 11:52;16.6354166666667
16/12/2015 11:52;20.1666666666667
17/12/2015 11:52;15.125
18/12/2015 11:52;18.2708333333333
19/12/2015 11:52;28.2395833333333
20/12/2015 11:52;25.4895833333333
21/12/2015 11:52;24.3229166666667
22/12/2015 11:52;21.84375
23/12/2015 11:52;17.6458333333333
24/12/2015 11:52;15.3854166666667
25/12/2015 11:52;14.2916666666667
26/12/2015 11:52;16.71875
27/12/2015 11:52;14.0208333333333
28/12/2015 11:52;13.3229166666667
29/12/2015 11:52;13.2717391304348
30/12/2015 11:52;12.2826086956522
31/12/2015 11:52;15.2395833333333
