date	pressure	thtv	pm10
2005-03-14	771.0	308.3	17.5000
2005-03-14	741.0	310.8	17.5000
2005-03-14	731.0	313.2	17.5000
2005-03-14	700.0	315.3	17.5000
2005-03-14	585.0	324.8	17.5000
2005-03-14	573.0	325.9	17.5000
2005-03-14	572.0	325.9	17.5000
2005-03-14	500.0	328.2	17.5000
2005-03-14	469.0	329.3	17.5000
2005-03-14	422.0	334.5	17.5000
2005-03-14	400.0	334.5	17.5000
2005-03-14	388.0	334.5	17.5000
2005-03-14	362.0	335.8	17.5000
2005-03-14	332.0	337.3	17.5000
2005-03-14	300.0	338.9	17.5000
2005-03-14	275.0	340.2	17.5000
2005-03-15	1014.0	296.7	22.5833
2005-03-15	1000.0	299.2	22.5833
2005-03-15	993.0	300.3	22.5833
2005-03-15	941.0	301.0	22.5833
2005-03-15	925.0	301.3	22.5833
2005-03-15	876.0	302.0	22.5833
2005-03-15	850.0	303.5	22.5833
2005-03-15	833.0	304.5	22.5833
2005-03-15	795.0	307.3	22.5833
2005-03-15	780.0	308.8	22.5833
2005-03-15	765.0	311.6	22.5833
2005-03-15	733.0	312.8	22.5833
2005-03-15	722.0	313.2	22.5833
2005-03-15	700.0	317.1	22.5833
2005-03-15	638.0	318.5	22.5833
2005-03-15	579.0	323.7	22.5833
2005-03-15	500.0	328.6	22.5833
2005-03-15	453.0	331.9	22.5833
2005-03-15	434.0	332.9	22.5833
2005-03-15	400.0	334.8	22.5833
2005-03-15	347.0	337.8	22.5833
2005-03-15	321.0	339.3	22.5833
2005-03-15	300.0	340.6	22.5833
2005-03-15	298.0	340.7	22.5833
2005-03-15	261.0	343.0	22.5833
2005-03-16	1015.0	295.6	21.8333
2005-03-16	1000.0	298.3	21.8333
2005-03-16	990.0	299.9	21.8333
2005-03-16	979.0	300.0	21.8333
2005-03-16	925.0	300.4	21.8333
2005-03-16	899.0	300.7	21.8333
2005-03-16	888.0	302.0	21.8333
2005-03-16	857.0	302.8	21.8333
2005-03-16	850.0	302.9	21.8333
2005-03-16	835.0	303.4	21.8333
2005-03-16	820.0	299.1	21.8333
2005-03-16	811.0	307.6	21.8333
2005-03-16	783.0	309.1	21.8333
2005-03-16	721.0	313.2	21.8333
2005-03-16	720.0	313.2	21.8333
2005-03-16	700.0	315.1	21.8333
2005-03-16	697.0	315.3	21.8333
2005-03-16	692.0	316.4	21.8333
2005-03-16	679.0	319.4	21.8333
2005-03-16	587.0	321.3	21.8333
2005-03-16	545.0	324.0	21.8333
2005-03-16	500.0	327.0	21.8333
2005-03-16	429.0	332.2	21.8333
2005-03-16	400.0	334.5	21.8333
2005-03-16	383.0	335.9	21.8333
2005-03-16	382.0	336.0	21.8333
2005-03-16	343.0	337.1	21.8333
2005-03-16	302.0	338.0	21.8333
2005-03-16	300.0	338.3	21.8333
2005-03-16	286.0	340.4	21.8333
2005-03-16	264.0	343.9	21.8333
2005-03-17	1015.0	297.6	21.6250
2005-03-17	1000.0	298.1	21.6250
2005-03-17	959.0	299.5	21.6250
2005-03-17	957.0	299.6	21.6250
2005-03-17	925.0	299.6	21.6250
2005-03-17	857.0	300.0	21.6250
2005-03-17	850.0	302.1	21.6250
2005-03-17	841.0	304.9	21.6250
2005-03-17	740.0	311.6	21.6250
2005-03-17	731.0	313.6	21.6250
2005-03-17	711.0	315.4	21.6250
2005-03-17	700.0	316.4	21.6250
2005-03-17	681.0	318.2	21.6250
2005-03-17	581.0	322.5	21.6250
2005-03-17	570.0	323.0	21.6250
2005-03-17	555.0	324.5	21.6250
2005-03-17	535.0	326.6	21.6250
2005-03-17	500.0	327.3	21.6250
2005-03-17	471.0	328.0	21.6250
2005-03-17	454.0	330.1	21.6250
2005-03-17	442.0	331.7	21.6250
2005-03-17	407.0	332.1	21.6250
2005-03-17	400.0	332.7	21.6250
2005-03-17	397.0	332.9	21.6250
2005-03-17	300.0	340.6	21.6250
2005-03-17	299.0	340.7	21.6250
2005-03-17	262.0	344.1	21.6250
2005-03-18	1015.0	299.7	20.4167
2005-03-18	1000.0	299.8	20.4167
2005-03-18	988.0	299.6	20.4167
2005-03-18	937.0	299.4	20.4167
2005-03-18	925.0	299.9	20.4167
2005-03-18	896.0	301.1	20.4167
2005-03-18	866.0	301.3	20.4167
2005-03-18	851.0	302.2	20.4167
2005-03-18	850.0	302.3	20.4167
2005-03-18	835.0	303.2	20.4167
2005-03-18	823.0	303.2	20.4167
2005-03-18	802.0	307.6	20.4167
2005-03-18	776.0	313.3	20.4167
2005-03-18	736.0	314.1	20.4167
2005-03-18	700.0	316.0	20.4167
2005-03-18	639.0	319.3	20.4167
2005-03-18	500.0	328.0	20.4167
2005-03-18	464.0	330.6	20.4167
2005-03-18	400.0	334.5	20.4167
2005-03-18	304.0	340.9	20.4167
2005-03-18	300.0	341.1	20.4167
