"","date","powerdry","powerhumid","stdpowerwind","powerall","cape","cape_virt","pm10_mean","pm10_std","pm10_nbValues"
"6749",2015-10-03,499,1028,0.27,1528.93,1910.07,2121.22,"18,5","2,67",8
"6750",2015-10-04,810,2359,0.24,3171.94,1795.22,2016.66,"20","4,24",2
"6751",2015-10-05,685,1673,0.51,2360.47,2734.07,3039.86,"18,5","2,12",2
"6752",2015-10-06,621,1341,0.47,1964.29,2357.9,2627.98,"15","2,83",4
"6753",2015-10-07,591,330,0.35,923.13,2749.12,2941.86,"20,67","9,87",3
"6754",2015-10-08,663,1321,0.28,1987.92,1916.66,2079.01,"22,67","12,22",3
"6755",2015-10-09,567,1478,0.71,2049,2482.72,2776.29,"47,88","6,13",8
"6756",2015-10-10,485,402,0.4,890.82,1382.32,1513.1,"55,33","7,64",3
"6757",2015-10-11,550,1753,0,2306,1334.28,1605.17,"23","3",3
"6758",2015-10-12,707,4211,0.46,4920.25,769.29,1081.34,"19,8","4,82",5
"6759",2015-10-13,572,818,0.52,1392.38,1506.77,1749.16,"14,67","1,53",3
"6760",2015-10-14,550,504,0.38,1056.15,2472.87,2717.79,"15,33","2,89",3
"6761",2015-10-15,442,1463,0.49,1906.33,1011.23,1180.71,"17,43","6,05",7
"6762",2015-10-16,622,800,0,1424,1850.65,2072.67,"18,5","10,61",2
"6763",2015-10-17,367,1384,0,1752,3162.57,3468.71,"15","4,24",2
"6764",2015-10-18,447,2092,0.51,2539.57,1945.45,2220.36,"10,33","3,79",3
"6765",2015-10-19,479,2031,0,2511,1762.73,2033.5,"11","5,66",2
"6766",2015-10-21,715,1107,0.51,1824.58,2046.44,2283.34,"19,86","4,1",7
"6767",2015-10-28,803,1734,0.47,2538.29,1304.89,1553.97,"19,33","9,29",3
"6768",2015-10-29,703,969,0,1673,1653.75,1923.1,"16,67","6,66",3
"6769",2015-10-30,434,321,0.45,756.2,1414.23,1606.39,"20,67","4,04",3
"6770",2015-10-31,582,717,0.46,1300.25,2645.4,2920.77,"17,33","4,93",3
"6771",2015-11-01,647,1418,0.48,2067.69,1871.11,2143.47,"15,33","1,53",3
"6772",2015-11-02,695,734,0.53,1431.56,2349.45,2565.78,"18,4","3,85",5
"6773",2015-11-03,455,1467,0.42,1924.2,520.87,687.14,"21","7,81",3
"6774",2015-11-04,616,1032,0.63,1650,925.55,1159.75,"33",NA,1
"6775",2015-11-05,528,151,0.55,682.6,2095.75,2247.72,"26,75","11,12",4
"6776",2015-11-06,428,489,0.52,918.67,2202.33,2383.2,"18",NA,1
"6777",2015-11-07,691,1130,0,1823,1614.75,1836.79,"15,33","3,06",3
"6778",2015-11-08,432,1141,0.41,1576.17,368.38,423.7,"25,14","4,26",7
"6779",2015-11-09,476,590,0,1069,1509,1650.5,"27","2,65",3
"6780",2015-11-10,631,1200,0,1834,1215.02,1465.97,"25,33","4,16",3
"6781",2015-11-11,641,2668,0.92,3310.62,555.03,764.87,"30","4,24",4
"6782",2015-11-12,472,743,0,1217,701.74,850.58,"21,33","7,51",3
"6783",2015-11-13,572,2430,0.28,3003.92,440.72,596.17,"15","4",3
"6784",2015-11-14,530,2466,0.62,2998.1,244.01,349.69,"12,5","1,52",6
"6785",2015-11-15,705,2588,0.44,3294.76,1161.89,1460.33,"17","5,29",3
"6786",2015-11-16,375,1548,0.53,1925.5,1163.36,1407.8,"17,33","2,31",3
"6787",2015-11-17,775,1754,0.6,2531,1017.48,1297.62,"27","4,85",5
"6788",2015-11-18,647,2872,0.6,3520.84,79.82,152.1,"30,33","1,53",3
"6789",2015-11-19,514,625,0,1141,764.83,947.43,"30","8,19",3
"6790",2015-11-20,524,1360,0,1885,657.03,853.71,"22","7,75",5
"6791",2015-11-21,687,1233,0,1921,411.93,583.79,"23,5","3,54",2
"6792",2015-11-22,518,1275,0.46,1794.27,988.83,1252.06,"20","5,66",2
"6793",2015-11-23,636,1243,0.73,1880.56,1572.9,1846.7,"19","1",3
"6794",2015-11-24,525,945,0.53,1471.44,1794.31,2076.35,"17,5","3,54",2
"6795",2015-11-25,605,1153,0.46,1759.75,912.9,1169.08,"20","2,83",2
"6796",2015-11-26,739,1838,0.55,2578.85,994.01,1284.37,"38,6","8,11",5
"6797",2015-11-28,489,269,0.98,759.83,519.22,690.77,"17","3",3
"6798",2015-11-29,796,1657,0.46,2454.75,519.69,750.95,"17","4,55",4
"6799",2015-11-30,538,428,0,968,1956.37,2142.93,"24,5","2,12",2
"6800",2015-12-01,601,586,0.49,1189.67,1229.12,1434.51,"22","4,36",3
"6801",2015-12-02,648,691,0.55,1341.6,1326.19,1547.57,"16","3,46",5
"6802",2015-12-03,545,131,0,679,209.21,274.83,"17,33","2,08",3
"6803",2015-12-04,565,1239,0.51,1806.57,932.92,1143.51,"21,33","7,09",3
"6804",2015-12-05,712,2286,0.4,3000.81,636.33,874.56,"18,25","3,3",4
"6805",2015-12-06,904,4584,0,5491,80.59,173.21,"15,33","2,52",3
"6806",2015-12-07,768,2601,0.54,3370.94,370.17,541.99,"15","2,65",3
"6807",2015-12-08,442,299,0.45,743.2,644.33,796.88,"16,25","1,89",4
"6808",2015-12-09,828,2356,0.53,3185.57,456.2,678.2,"16","0",3
"6809",2015-12-10,503,254,0.58,759.5,550.66,707.7,"14","2,65",3
"6810",2015-12-11,454,662,0.93,1118,115.59,205.44,"24,67","1,53",3
"6811",2015-12-12,744,1956,0.4,2701.18,121.14,265.49,"27,67","2,08",3
"6812",2015-12-13,646,1050,0.35,1697.12,152.45,293.49,"22,67","7,37",3
"6813",2015-12-14,588,1525,0.48,2113.7,1003.22,1233.16,"21,4","5,59",5
"6814",2015-12-15,479,1208,0.39,1687.83,49.06,172.43,"23","10,39",3
"6815",2015-12-16,568,1112,0.5,1680.64,290.35,499.17,"21","11,31",2
"6816",2015-12-17,609,999,0.53,1609,458.71,646.72,"16,75","2,87",4
"6817",2015-12-18,498,1099,1.62,1598.57,605.8,819.64,"15,33","2,31",3
"6818",2015-12-19,613,1489,1.13,2104.56,931.85,1153.39,"15","1,41",2
"6819",2015-12-20,967,2716,0.46,3687.25,426.25,576.99,"20,25","2,87",4
"6820",2015-12-21,872,2258,0.67,3133.42,1394.71,1683.63,"20","4,24",2
"6821",2015-12-22,764,2772,0.74,3540.62,121.01,211.46,"22,67","6,66",3
"6822",2015-12-23,677,1808,0.32,2488.9,279.25,504.1,"25","7,12",4
"6823",2015-12-24,680,1145,0,1829,336.98,543.83,"18,5","2,12",2
"6824",2015-12-25,696,3960,0.63,4658.8,287.47,540.05,"19,33","8,74",3
"6825",2015-12-26,598,245,0.53,846.44,0,0,"16,6","3,21",5
"6826",2015-12-27,650,1563,0.69,2215.45,34.46,111.6,"20,5","9,19",2
"6827",2015-12-28,618,1982,0.52,2601.6,1511.13,1740.38,"13",NA,1
"6828",2015-12-29,832,1340,0.88,2173.56,268.75,422.82,"22","5,29",3
"6829",2015-12-30,699,1640,0.79,2342.43,803.45,1047.24,"21,5","7,78",2
"6830",2015-12-31,598,1133,0.35,1734.12,251.18,446.21,"20","2,83",2
"6831",2016-01-01,797,2694,0.5,3493.67,134.33,327.11,"21,75","3,4",4
"6832",2016-01-02,644,1109,0.92,1755.2,48.79,205.43,"16",NA,1
"6833",2016-01-03,764,808,1.1,1574,41.28,77.21,"14",NA,1
"6834",2016-01-04,618,417,1.13,1036.56,158.14,217.4,"18",NA,1
"6835",2016-01-05,688,908,0.63,1597,300.62,434.16,"13,5","2,12",2
"6836",2016-01-06,603,961,0.79,1565.73,211.08,340.31,"17","1,41",2
"6837",2016-01-07,704,1598,0.57,2303.9,40.75,145.82,"25","4,4",4
"6838",2016-01-08,563,102,0.69,666.86,8.82,20.06,"12,5","7,78",2
"6839",2016-01-09,657,1033,0.63,1690.8,35.32,105.88,"17","3,61",3
"6840",2016-01-10,597,2818,0.49,3415.92,7.73,26.23,"17,33","6,66",3
"6841",2016-01-11,754,4844,0.79,5599.08,0,0,"22,33","10,07",3
"6842",2016-01-12,744,4731,0.52,5476.62,4.1,12.24,"23,75","8,92",4
"6843",2016-01-13,655,661,0.52,1317.4,42.08,67.46,"24","7,81",3
"6844",2016-01-14,1111,2725,0.51,3837.62,22.68,36.18,"15,5","0,71",2
"6845",2016-01-15,1305,4338,0.52,5644.45,23.57,38.4,"16","1,41",2
"6846",2016-01-16,1172,1997,0.55,3171.15,50.24,67.36,"13","1,41",2
"6847",2016-01-17,727,1670,0.38,2399.15,0,0.54,"10,33","1,15",3
"6848",2016-01-18,918,3318,0.53,4238.5,383.81,560.26,"13,75","3,1",4
"6849",2016-01-19,764,2850,0.69,3615.45,36.36,101.89,"12,67","6,66",3
"6850",2016-01-20,742,3175,0.52,3918.55,58.67,114.32,"21",NA,1
"6851",2016-01-21,808,2523,0.4,3333.82,47.23,88.26,"29,5","9,19",2
"6852",2016-01-22,729,1043,0.52,1775.55,42.64,83,"27","2,83",2
"6853",2016-01-23,726,2149,0,2878,55.99,87.51,"27,5","2,12",2
"6854",2016-01-24,759,3006,0.94,3766.83,18.55,40.96,"16","4,36",3
"6855",2016-01-25,540,1721,0.79,2262.2,65.98,102.05,"13,67","1,15",3
"6856",2016-01-26,500,1399,1.17,1900.65,163.38,314.35,"23","1,41",2
"6857",2016-01-27,603,1422,0.52,2028.4,4.12,9.04,"42,67","3,79",3
"6858",2016-01-28,854,2063,0.82,2920,49.61,78.49,"29,5","0,71",2
"6859",2016-01-29,861,3621,0.48,4484.31,18.17,56.55,"21,33","2,52",3
"6860",2016-01-30,915,4508,0.79,5425.8,107.24,153.98,"13","2,83",2
"6861",2016-01-31,643,3236,0.62,3881.75,48.5,121.52,"21,67","2,08",3
"6862",2016-02-01,608,131,1,741,198.5,243.01,"32,67","5,69",3
"6863",2016-02-02,582,1273,0.53,1856.5,67.54,126.34,"32,33","2,31",3
"6864",2016-02-03,472,1698,1,2171.58,96.85,163.26,"25","9,9",2
"6865",2016-02-04,298,772,0.44,1070.78,162.59,323.02,"20,67","5,13",3
"6866",2016-02-05,471,419,0.84,891.6,655.68,802.82,"17,67","5,13",3
"6867",2016-02-06,803,959,1.61,1764.33,479.77,597.37,"17","0,82",4
"6868",2016-02-07,837,1075,0.74,1915.62,300.68,427.66,"30,5","3,54",2
"6869",2016-02-08,1141,2696,0.73,3840.56,147.9,235.08,"37,67","3,06",3
"6870",2016-02-09,931,2056,0.6,2990.11,30.05,83.64,"28","2",3
"6871",2016-02-11,631,1846,0,2479,12.09,106.97,"25","8,72",3
"6872",2016-02-13,745,2497,0.66,3243.54,44.08,129.82,"30",NA,1
"6873",2016-02-14,721,1386,0.32,2108.1,105.41,216.57,"28,5","2,12",2
"6874",2016-02-15,666,1610,1.14,2277.29,74.07,149.35,"22",NA,1
"6875",2016-02-16,501,649,0.87,1152,225.94,378.16,"29",NA,1
"6876",2016-02-17,375,287,0.67,663.78,223.87,313.4,"33","6,83",4
"6877",2016-02-18,865,1605,0.77,2473,17.91,85.82,"25,2","3,49",5
"6878",2016-02-19,911,2028,0.67,2940.3,1.82,42.93,"26","10",3
"6879",2016-02-20,744,1605,0.69,2350.55,151.86,235.87,"19","2,83",2
"6880",2016-02-21,741,1144,0.42,1887.2,37.26,59.97,"17","5,66",2
"6881",2016-02-22,661,2104,0.69,2766.45,95.08,170,"15,67","4,16",3
"6882",2016-02-23,919,2632,0.52,3552.5,10.12,24.52,"16,67","3,06",3
"6883",2016-02-24,778,3106,0.52,3886.4,0,0.22,"20,5","2,89",4
"6884",2016-02-25,904,1933,0.71,2840,31.63,51,"20,67","2,08",3
"6885",2016-02-26,717,520,1,1240,32.04,52.23,"19","7,21",3
"6886",2016-02-27,558,1941,0.52,2500.5,27.09,109.56,"17,5","6,36",2
"6887",2016-02-28,603,1728,0.71,2332.75,88.26,183.49,"16","4,58",3
"6888",2016-02-29,359,1049,1.07,1410,67.38,121.73,"22,25","12,61",4
"6889",2016-03-01,559,1210,0.3,1770.09,2.49,9.44,"19,8","8,81",5
"6890",2016-03-02,429,1620,0.46,2050.25,46.52,105.68,"16","1,41",2
"6891",2016-03-03,608,1780,0.35,2389.12,42.17,88.91,"20,5","6,36",2
"6892",2016-03-04,644,777,0.35,1422.88,3.7,17.84,"17,67","3,06",3
"6893",2016-03-05,851,1953,0.73,2806.44,0,11.11,"13","4,58",3
"6894",2016-03-06,582,2908,0.42,3491.2,2.54,28.27,"15,33","12,74",3
"6895",2016-03-07,574,813,0.52,1387.6,51.05,81.47,"13,67","4,73",3
"6896",2016-03-09,924,2670,0.36,3595.14,0.81,17.89,"29,67","8,14",3
"6897",2016-03-10,502,248,0,751,390.95,561.42,"25,33","10,12",3
"6898",2016-03-11,356,1047,0.48,1403.69,405.04,593.05,"22","5,29",3
"6899",2016-03-12,474,902,0.6,1377.18,539.44,693.58,"23","4,58",3
"6900",2016-03-13,614,1019,0.73,1634.44,140.21,302.08,"14","1",3
"6901",2016-03-14,382,918,0.42,1300.8,102.6,197.63,"19,25","7,8",4
"6902",2016-03-15,548,1638,0.67,2187.36,34.21,174.53,"16,67","4,04",3
"6903",2016-03-16,517,957,1.69,1475.5,108.84,222.01,"21,67","10,79",3
"6904",2016-03-17,552,792,0.45,1345.25,6,44.72,"24,75","11,5",4
"6905",2016-03-18,598,1390,0.52,1989.55,0,0.05,"24,5","12,02",2
"6906",2016-03-19,852,2656,0.98,3509.67,26,83.94,"16,67","3,79",3
"6907",2016-03-20,810,2057,0.89,2868.44,9.73,36.59,"13,33","2,31",3
"6908",2016-03-21,927,1743,0.51,2672.38,176.26,244.96,"20,5","0,71",2
"6909",2016-03-22,602,586,0.53,1190.44,3.64,14.03,"24,33","9,29",3
"6910",2016-03-23,740,1748,0.78,2491.11,65.01,113.42,"24,67","6,51",3
"6911",2016-03-24,866,2447,0.77,3315.62,77.43,113.99,"20","5,29",3
"6912",2016-03-25,663,2608,0.52,3273.55,23.87,90.48,"20,25","3,2",4
"6913",2016-03-26,445,2247,0.49,2694.71,32.98,66.07,"20,33","5,13",3
"6914",2016-03-27,800,2684,1.14,3486.91,111.26,159.09,"22","3,46",3
"6915",2016-03-28,590,1122,1.26,1714.4,60.96,123.87,"22,5","0,71",2
"6916",2016-03-29,493,1281,0.79,1775.58,61.7,127.68,"20,75","4,27",4
"6917",2016-03-30,696,1799,0.52,2496.5,139.68,267.63,"18,25","2,06",4
"6918",2016-03-31,581,373,1.06,955.62,27985.13,30183.44,"21,67","4,62",3
"6919",2016-04-01,784,549,1.2,1334,553.41,672.77,"13,67","2,52",3
"6920",2016-04-02,713,1053,1.18,1767.5,264.85,418.68,"28","5,57",3
"6921",2016-04-03,764,967,0.5,1732.33,164.71,264.81,"21,33","5,03",3
"6922",2016-04-04,498,343,0.55,842.4,176.99,271.61,"23,33","10,12",3
"6923",2016-04-05,623,1510,0.35,2134.12,39.5,178.42,"24","14,73",3
"6924",2016-04-06,746,1090,0.5,1837.33,78.81,179.42,"19","7,07",6
"6925",2016-04-07,938,1711,0.74,2649.9,60.55,106.02,"21,67","11,59",3
"6926",2016-04-08,849,1150,0.47,2000.73,27.94,46.12,"25,67","6,51",3
"6927",2016-04-09,529,1339,0,1870,63.42,102.05,"20","4,36",3
"6928",2016-04-10,849,2848,0.5,3699.36,25.41,46.91,"15,67","2,08",3
"6929",2016-04-11,572,904,0.95,1478.71,8.92,26.57,"19","13",3
"6930",2016-04-12,640,2881,0.79,3522.27,25.43,45.39,"21","12,21",5
"6931",2016-04-13,675,896,0.52,1572.6,283.63,409.02,"19,33","11,15",3
"6932",2016-04-14,653,2507,0,3161,81.72,224.73,"11,67","3,79",3
"6933",2016-04-15,946,3871,0.33,4818.11,132.35,238.3,"16","9,54",3
"6934",2016-04-16,763,2536,0.5,3300.67,1131.49,1300.96,"13","7",3
"6935",2016-04-17,694,1326,0.33,2020.89,1473.03,1679.26,"17,33","10,41",3
"6936",2016-04-18,720,1549,0.53,2271.5,1802.51,2031.22,"18,57","11,22",7
"6937",2016-04-19,582,1961,0.78,2544.67,1161.16,1321.38,"22,33","5,51",3
"6938",2016-04-20,535,1299,0.35,1834.88,635.1,778.26,"15","4,24",2
"6939",2016-04-21,702,1181,0.49,1884.71,489.26,663.22,"16","2,83",2
"6940",2016-04-22,414,306,0,723,1271.39,1440.01,"20,67","3,51",3
"6941",2016-04-23,579,1826,0.53,2408.5,567.12,709.49,"43,33","8,96",3
"6942",2016-04-24,568,2772,0.49,3343.29,331.2,494.5,"70,71","4,96",7
"6943",2016-04-25,880,1870,0.58,2753,338.72,499.44,"58,5","19,09",2
"6944",2016-04-26,616,1218,0.53,1836.57,534.09,733.62,"51","18,03",3
"6945",2016-04-27,657,1060,0.82,1719.33,1132.88,1375.14,"51,33","3,79",3
"6946",2016-04-28,657,1628,0.76,2288,1059.64,1318.62,"34","4,24",2
"6947",2016-04-29,803,2481,0,3287,335.17,500.1,"33,33","1,53",3
"6948",2016-04-30,729,2451,0.9,3182.86,587.29,745.38,"18,62","2",8
"6949",2016-05-01,593,2133,0.53,2728.57,637.79,799.87,"20,5","4,95",2
"6950",2016-05-02,529,972,0.82,1502.7,42.22,73.98,"22,67","3,06",3
"6951",2016-05-03,522,1521,1.08,2044.5,956.7,1080.44,"21","1",3
"6952",2016-05-04,676,1178,0.88,1855.54,855.56,976.72,"24","1,73",3
"6953",2016-05-05,653,491,0.48,1145.3,832.21,983.73,"15,67","4,51",3
"6954",2016-05-06,1316,1587,0.83,2904.88,702.88,856.86,"17,88","1,73",8
"6955",2016-05-07,295,1100,0.84,1396.6,950.75,1159.71,"30,33","7,37",3
"6956",2016-05-08,704,1682,0.82,2388,759.02,945.12,"25","0",3
"6957",2016-05-09,604,85,0.53,691.56,860.83,974.23,"20","6,24",3
"6958",2016-05-10,654,1576,0.69,2232.14,206.05,314.51,"17,33","5,86",3
"6959",2016-05-11,748,1334,1.16,2083.75,337.65,485.59,"18,33","1,53",3
"6960",2016-05-12,754,968,0.98,1722.82,296.72,421.29,"20,14","6,04",7
"6961",2016-05-13,621,666,0.92,1288.62,811.8,983.44,"13","2,65",3
"6962",2016-05-14,619,568,0.63,1187.8,1165.03,1363.83,"20","4,24",2
"6963",2016-05-15,856,1327,0.92,2184.38,484.3,633.53,"14,33","2,31",3
"6964",2016-05-16,963,1720,0.75,2684.82,120.76,249.5,"15,67","3,51",3
"6965",2016-05-17,668,718,0.53,1389.43,1252.21,1459.57,"14,67","3,51",3
"6966",2016-05-18,688,1318,0.46,2009.25,818.27,1060.18,"23,88","6,1",8
"6967",2016-05-19,552,1130,0.58,1684,492.2,688.63,"17,67","2,08",3
"6968",2016-05-20,756,1836,0.33,2595.11,1028.68,1270.82,"16,33","1,53",3
"6969",2016-05-21,799,812,0.71,1613.75,1825.16,2010.75,"18,67","1,53",3
"6970",2016-05-22,817,1972,0.53,2792.44,1023.06,1188.48,"39,5","0,71",2
"6971",2016-05-23,903,1907,0.53,2813.56,537.68,719.52,"47","1,41",2
"6972",2016-05-24,746,1530,0.33,2278.89,364.39,557.5,"46,29","5,09",7
"6973",2016-05-25,956,2664,0.88,3621.56,1.71,24.55,"21","6,24",3
"6974",2016-05-26,801,1964,0.52,2766.45,77.05,212.2,"12,33","2,52",3
"6975",2016-05-27,266,535,0.9,803.14,1721.09,1916.7,"12,25","1,5",4
"6976",2016-05-28,600,414,0.69,1015.86,1665.31,1881.11,"16","2",3
"6977",2016-05-29,622,975,0.42,1598.2,1413.51,1611.63,"13,5","0,71",2
"6978",2016-05-30,797,1406,0.79,2204.43,594.94,689.27,"13,5","2,62",8
"6979",2016-05-31,803,1575,1.09,2380.22,579.98,681.75,"19,67","6,11",3
"6980",2016-06-01,688,939,0.52,1629.38,2012.39,2245.56,"28,67","6,11",3
"6981",2016-06-02,612,1057,0.45,1672.8,1705.66,1953.88,"25,25","3,86",4
"6982",2016-06-03,631,1710,0.58,2345.5,1398.07,1632.21,"32,33","9,5",3
"6983",2016-06-04,735,1113,0.52,1851.33,1308.65,1514.97,"35","11,27",3
"6984",2016-06-05,753,1465,0,2222,1597.85,1856.95,"24,83","4,54",6
"6985",2016-06-06,556,319,0,878,393.22,471.88,"28,5","14,85",2
"6986",2016-06-07,488,605,0.55,1096.4,1674.48,1812.49,"38,67","10,21",3
"6987",2016-06-08,879,2091,0.76,2974.29,512.74,684.78,"43,33","2,31",3
"6988",2016-06-09,854,1578,0.46,2435.75,21.32,74.54,"55,67","8,62",3
"6989",2016-06-10,438,864,0.53,1303.5,864.35,1088.44,"46,33","8,96",3
"6990",2016-06-11,773,1353,0.32,2128.9,1049.8,1252.2,"30,8","15,02",5
"6991",2016-06-12,415,473,0.41,891.83,1594.44,1711.75,"21,67","2,52",3
"6992",2016-06-13,943,1833,0.83,2780.88,1306.5,1471,"31,33","4,16",3
"6993",2016-06-14,845,2106,0.44,2955.22,1537.51,1769.22,"44,33","3,51",3
"6994",2016-06-15,918,1573,0.87,2496,1135.27,1380.25,"48",NA,1
"6995",2016-06-18,501,446,0,951,1139.66,1286.25,"19,33","3,21",3
"6996",2016-06-19,412,142,0.9,557.86,1385.99,1492.63,"31,33","1,53",3
"6997",2016-06-20,677,1184,0.53,1864.56,1607.46,1811.77,"22","2,71",4
"6998",2016-06-21,895,2091,0.75,2989.18,1254.17,1568.71,"24","1",3
"6999",2016-06-22,591,1894,0.75,2487.83,20.19,40.11,"18,67","3,79",3
"7000",2016-06-23,795,1478,0.45,2276.2,2617.49,2934.67,"21,4","7,16",5
"7001",2016-06-24,548,1670,0,2222,1807.7,2038.96,"28","11,31",2
"7002",2016-06-25,731,1625,0.53,2359.57,1683.59,1932.43,"36,67","6,66",3
"7003",2016-06-26,576,2628,0,3207,920.24,1195.82,"34","6,68",4
"7004",2016-06-27,689,1688,0.83,2378.12,1170.44,1426.76,"32,67","7,51",3
"7005",2016-06-28,589,582,0.42,1173.2,643.25,844.84,"22,33","8,08",3
"7006",2016-06-29,843,1764,0.42,2609.8,712.4,963.76,"42,6","2,7",5
"7007",2016-06-30,635,1733,0.52,2372.6,672.13,890.41,"26,33","1,15",3
"7008",2016-07-02,582,3115,0.82,3701,779.96,968.53,"23,5","3,87",4
"7009",2016-07-03,886,3759,0.52,4648.45,356.81,593.62,"45,33","2,89",3
"7010",2016-07-04,539,1129,0,1671,971.1,1166.44,"32","1,41",2
"7011",2016-07-05,884,2125,0.64,3013.88,890.25,1041.9,"39,6","20,62",5
"7012",2016-07-30,799,645,0,1447,2243.8,2509.39,"33,67","2,52",3
"7013",2016-07-31,464,616,0,1083,2401.86,2599.32,"24","4",3
"7014",2016-08-01,753,1326,0.32,2083.1,2536.59,2831.82,"46,67","7,09",3
"7015",2016-08-02,618,1765,0.53,2386.43,1164.04,1404.49,"45","3,46",3
"7016",2016-08-03,703,1643,0.74,2349.38,1900.25,2184.19,"32,5","9,19",2
"7017",2016-08-05,529,952,0.35,1484.12,1555.58,1737.37,"19,33","1,15",3
"7018",2016-08-06,524,748,0.84,1273.5,845.94,991.68,"21,33","3,79",3
"7019",2016-08-07,502,1126,0.52,1630.33,1699.5,1950.15,"16,5","1",4
"7020",2016-08-08,519,2501,0.45,3023.2,1409.7,1659.02,"20,33","3,21",3
"7021",2016-08-09,599,1770,0.38,2371.14,1861.83,2183.6,"25,33","2,08",3
"7022",2016-08-10,577,647,0.52,1226.62,1171.7,1314.75,"17,62","2,72",8
"7023",2016-08-11,593,190,0,785,0,0,"16,67","0,58",3
"7024",2016-08-12,787,812,0.35,1601.88,2016.51,2234.27,"17,67","4,51",3
"7025",2016-08-13,659,2840,0,3502,302.57,476.12,"15,25","1,5",4
"7026",2016-08-14,659,1301,0.53,1964.57,1528.61,1738,"18,33","1,53",3
"7027",2016-08-15,638,3233,0.84,3874.2,1826.78,2158.92,"33","2,65",3
"7028",2016-08-16,738,2298,0.97,3037.4,683.89,864.43,"30,57","7,11",7
"7029",2016-08-17,704,1200,0,1908,1240.29,1460.73,"29","2,83",2
"7030",2016-08-18,772,1920,0.49,2696.71,736.57,1008.38,"33,33","4,04",3
"7031",2016-08-19,556,1053,0.51,1610.42,660.8,852.3,"46,5","5,07",4
"7032",2016-08-20,888,2634,0.64,3523.88,415.36,613.64,"37,33","1,53",3
"7033",2016-08-21,610,1310,0.52,1921.38,731.98,946.41,"25","3,61",3
"7034",2016-08-22,633,2131,0.52,2765.38,748.31,917.21,"20,67","1,97",6
"7035",2016-08-23,638,2501,0.58,3140,496.53,677.84,"19,67","5,03",3
"7036",2016-08-24,744,1111,0,1857,1324.25,1508.61,"14,33","6,11",3
"7037",2016-08-25,540,1508,0.44,2049.78,1521.66,1768.29,"21,33","2,31",3
"7038",2016-08-26,548,530,0.52,1078.67,1550.29,1709.37,"18,67","1,53",3
"7039",2016-08-27,721,1251,0.4,1973.18,2594.46,2851.62,"26,5","1,91",4
"7040",2016-08-28,577,1731,0.9,2310.86,1833.92,2066.8,"24,43","6,65",7
"7041",2016-08-29,524,1026,0.82,1554.33,2244.92,2532.54,"30,67","7,09",3
"7042",2016-08-30,755,1111,0.53,1869.43,1518.08,1790.31,"49",NA,1
"7043",2016-08-31,709,1316,0.33,2028.89,1138.58,1359.68,"30,75","5,12",4
"7044",2016-09-02,608,946,0.41,1557.17,1694.23,1939.26,"23","5,57",3
"7045",2016-09-03,687,1256,0.78,1946.11,2869.5,3179.63,"55,75","11,4",8
"7046",2016-09-04,711,677,0.46,1389.25,1289.39,1424.35,"76,5","2,12",2
"7047",2016-09-05,503,827,0,1332,2151.13,2395.54,"55","8,49",2
"7048",2016-09-06,688,1078,0,1768,892.79,1074.68,"50,67","9,07",3
"7049",2016-09-07,528,1667,0,2197,811.2,1051.66,"27,33","5,51",3
"7050",2016-09-08,533,450,0.53,984.44,1517.53,1695.74,"17","1,41",2
"7051",2016-09-09,489,1042,0.53,1533.5,1563.87,1771.74,"23,33","11,47",6
"7052",2016-09-10,583,1569,0.41,2154.83,1782.33,2064.87,"26","4,36",3
"7053",2016-09-11,464,1238,0.49,1704.71,1972.05,2232,"22,5","6,36",2
"7054",2016-09-12,611,1492,0.5,2105.75,1577.84,1835.8,"20,75","4,11",4
"7055",2016-09-13,720,1987,0.53,2708.44,1353.39,1615.4,"24","7,07",2
"7056",2016-09-14,623,515,0.35,1139.12,2202.06,2429.52,"22,33","5,86",3
"7057",2016-09-15,591,1209,0.35,1801.88,2857.34,3168.97,"23,29","4,46",7
"7058",2016-09-16,537,1579,0.53,2117.44,1217.85,1420.8,"16","4,24",2
"7059",2016-09-17,388,730,0.52,1119.38,938.89,1034.36,"14","2,83",2
"7060",2016-09-18,575,663,0.53,1239,1715.29,1896.08,"10","1,63",4
"7061",2016-09-19,453,377,0,831,562.96,667.11,"13","1,41",2
"7062",2016-09-20,593,464,0,1058,1973.69,2207.86,"23,5","3,54",2
"7063",2016-09-21,491,1303,0,1795,1400.28,1657.91,"16,33","2,08",3
"7064",2016-09-23,711,2125,0,2838,1647.55,1923.87,"22",NA,1
"7065",2016-09-24,550,1024,0,1576,1748.79,1989.41,"41","33,87",3
"7066",2016-09-25,464,394,0.49,859.71,1107.21,1216.68,"17,5","4,95",2
"7067",2016-09-26,443,679,0,1123,2412.86,2647.62,"12,5","3,54",2
"7068",2016-09-27,664,1853,0.55,2520.6,2284.31,2586.1,"22,14","11,6",7
"7069",2016-09-28,561,166,0.45,727.8,1177.09,1256.35,"48",NA,1
"7070",2016-09-29,569,1044,0.58,1616,1169.41,1365.57,"50",NA,1
"7071",2016-09-30,540,2254,0.55,2795.4,520.15,801.09,"43,5","6,61",4
"7072",2016-10-01,648,1086,0,1735,1982.32,2260.02,"16,5","0,71",2
"7073",2016-10-02,524,420,0.35,945.88,1615.72,1831.79,"15,5","0,71",2
"7074",2016-10-03,683,1764,0.41,2449.83,1729.67,1958.34,"15,33","2,94",6
