"date","power"
"2010-05-20",705
"2010-05-21",619
"2010-05-22",677
"2010-05-23",620
"2010-05-24",538
"2010-05-25",640
"2010-05-26",785
"2010-05-27",583
"2010-05-28",629
"2010-05-29",576
"2010-05-30",588
"2010-05-31",790
"2010-06-01",697
"2010-06-02",593
"2010-06-03",491
"2010-06-04",626
"2010-06-05",620
"2010-06-06",598
"2010-06-07",732
"2010-06-08",574
"2010-06-09",424
"2010-06-10",376
"2010-06-11",515
"2010-06-12",612
"2010-06-13",420
"2010-06-14",577
"2010-06-15",616
"2010-06-16",497
"2010-06-17",483
"2010-06-18",639
"2010-06-19",496
"2010-06-20",659
"2010-06-21",614
"2010-06-22",655
"2010-06-23",504
"2010-06-25",567
"2010-06-26",450
"2010-06-27",791
"2010-06-28",614
"2010-06-29",539
"2010-06-30",637
"2010-07-01",247
"2010-07-02",617
"2010-07-03",563
"2010-07-04",591
"2010-07-05",488
"2010-07-06",627
"2010-07-07",639
"2010-07-08",467
"2010-07-09",663
"2010-07-10",774
"2010-07-11",628
"2010-07-12",541
"2010-07-13",558
"2010-08-01",739
"2010-08-02",540
"2010-08-03",555
"2010-08-04",573
"2010-08-05",657
"2010-08-06",792
"2010-08-07",670
"2010-08-08",534
"2010-08-09",560
"2010-08-10",591
"2010-08-11",588
"2010-08-12",646
"2010-08-13",638
"2010-08-14",482
"2010-08-15",557
"2010-08-16",513
"2010-08-17",605
"2010-08-18",697
"2010-08-19",481
"2010-08-20",554
"2010-08-21",526
"2010-08-22",627
"2010-08-23",578
"2010-08-24",431
"2010-08-25",459
"2010-08-26",689
"2010-08-27",634
"2010-08-28",610
"2010-08-29",642
"2010-08-30",548
"2010-08-31",595
"2010-09-01",549
"2010-09-02",598
"2010-09-03",775
"2010-09-04",535
"2010-09-05",620
"2010-09-06",615
"2010-09-07",410
"2010-09-08",428
"2010-09-09",556
"2010-09-10",489
"2010-09-11",753
"2010-09-13",503
"2010-09-14",675
"2010-09-15",714
"2010-09-16",516
"2010-09-17",444
"2010-09-18",367
"2010-09-19",544
"2010-09-20",606
"2010-09-21",646
"2010-09-22",517
"2010-09-23",653
"2010-09-24",610
"2010-09-25",645
"2010-09-26",448
"2010-09-27",605
"2010-09-28",96
"2010-09-29",489
"2010-09-30",569
"2010-10-01",585
"2010-10-02",734
"2010-10-03",413
"2010-10-04",563
"2010-10-05",308
"2010-10-06",439
"2010-10-07",380
"2010-10-08",545
"2010-10-09",631
"2010-10-10",521
"2010-10-11",505
"2010-10-12",512
"2010-10-13",659
"2010-10-14",523
"2010-10-15",701
"2010-10-16",721
"2010-10-18",670
"2010-10-19",561
"2010-10-20",465
"2010-10-21",832
"2010-10-22",590
"2010-10-23",548
"2010-10-24",460
"2010-10-25",403
"2010-10-26",484
"2010-10-27",521
"2010-10-28",577
"2010-10-29",486
"2010-10-30",448
"2010-10-31",460
"2010-11-02",546
"2010-11-03",494
"2010-11-04",553
"2010-11-05",722
"2010-11-07",459
"2010-11-08",461
"2010-11-10",507
"2010-11-11",437
"2010-11-12",508
"2010-11-13",531
"2010-11-14",607
"2010-11-15",766
"2010-11-17",686
"2010-11-18",557
"2010-11-19",642
"2010-11-20",1030
"2010-11-21",896
"2010-11-22",415
"2010-11-23",391
"2010-11-24",529
"2010-11-25",744
"2010-11-26",935
"2010-11-27",762
"2010-11-28",860
"2010-11-29",648
"2010-11-30",759
"2010-12-01",755
"2010-12-02",927
"2010-12-03",1097
"2010-12-04",968
"2010-12-05",921
"2010-12-06",678
"2010-12-07",502
"2010-12-08",797
"2010-12-09",883
"2010-12-10",750
"2010-12-11",682
"2010-12-12",996
"2010-12-13",545
"2010-12-14",699
"2010-12-15",551
"2010-12-16",616
"2010-12-17",620
"2010-12-18",534
"2010-12-19",694
"2010-12-20",695
"2010-12-21",621
"2010-12-22",611
"2010-12-23",884
"2010-12-24",678
"2010-12-25",489
"2010-12-26",700
"2010-12-27",570
"2010-12-28",754
"2010-12-29",809
"2010-12-30",649
"2010-12-31",381
