"date","power"
"2007-12-05",372
"2007-12-06",682
"2007-12-07",588
"2007-12-08",520
"2007-12-09",518
"2007-12-10",748
"2007-12-11",610
"2007-12-12",672
"2007-12-13",444
"2007-12-14",589
"2007-12-15",748
"2007-12-16",648
"2007-12-17",654
"2007-12-18",272
"2007-12-19",672
"2007-12-20",677
"2007-12-21",971
"2007-12-22",681
"2007-12-23",773
"2007-12-24",572
"2007-12-25",583
"2007-12-26",507
"2007-12-27",412
"2007-12-28",578
"2007-12-29",897
"2007-12-30",757
