nbdates	date	aot_440_daily	angstrom440_870	angstrom440_675
19	2015-01-04	0.0999783684	-0.0166024211	0.1479254737
31	2015-01-05	0.1780161290	-0.0270909032	0.0584229677
44	2015-01-06	0.1320927273	-0.0338173864	0.0895917045
58	2015-01-07	0.1089095862	0.0152926034	0.1562254483
36	2015-01-08	0.1430120278	-0.0004766944	0.1087122778
25	2015-01-09	0.1527020000	0.1441326000	0.2465467600
25	2015-01-10	0.1272422000	0.0397888400	0.1786934800
13	2015-01-11	0.0791919231	0.0695426923	0.2967099231
12	2015-01-13	0.1095010000	-0.0079165833	0.1590200000
61	2015-01-14	0.1313472295	-0.0328788033	0.0801614590
22	2015-01-15	0.0885823636	0.0914448636	0.3083345909
82	2015-01-16	0.1145906707	0.0353763537	0.1837832195
79	2015-01-17	0.1014148734	0.0250612658	0.1978650380
47	2015-01-18	0.1104672128	0.0067833404	0.1721553617
73	2015-01-19	0.0763521233	0.1183684521	0.3667078219
65	2015-01-20	0.0546636615	0.2472262923	0.5982171692
83	2015-01-21	0.0928529639	0.1289742410	0.3180914578
72	2015-01-22	0.1701547222	-0.0061977639	0.0829160278
92	2015-01-23	0.0701623043	0.1579134457	0.4371211522
41	2015-01-24	0.0658496829	0.3730166829	0.7569077073
31	2015-01-25	0.0553750645	0.2593363548	0.6745098065
75	2015-01-26	0.0707848000	0.0690155200	0.3482698267
84	2015-01-27	0.0680259167	0.1223986190	0.4209720595
18	2015-01-28	0.0790383333	0.0790705000	0.2975681667
111	2015-01-29	0.0697885315	0.1783361622	0.5286591081
114	2015-01-30	0.0896587105	0.2152202719	0.4795883421
73	2015-01-31	0.0788438630	0.2819162192	0.5798001918
87	2015-02-01	0.0505931609	0.3024548506	0.8154118046
55	2015-02-02	0.1370610182	0.0720268182	0.2053973455
39	2015-02-03	0.2832005897	0.2615374872	0.3536908718
95	2015-02-04	0.2167771053	0.3996320105	0.5248905263
70	2015-02-05	0.1291287429	0.3538528571	0.5453609429
67	2015-02-07	0.0318336269	1.0214000896	2.2347593433
110	2015-02-08	0.0561015000	0.6158797273	1.1510550273
25	2015-02-09	0.1203506000	0.0745076800	0.2518053600
94	2015-02-10	0.1240530000	0.1268619894	0.3794799681
53	2015-02-11	0.2013159811	0.4152102642	0.5810306981
35	2015-02-12	0.1278499143	0.5209624286	0.7843881143
84	2015-02-13	0.0945524048	0.8417966190	1.2438909167
74	2015-02-14	0.0873052973	0.7134110946	1.1649242162
15	2015-02-26	0.1121413333	0.0796019333	0.2726423333
31	2015-03-17	0.1832941613	0.2095061290	0.2234932258
27	2015-03-19	0.2977055185	0.2179835926	0.2626734444
13	2015-03-20	0.1818531538	0.2914557692	0.3542590000
28	2015-03-21	0.0777048571	0.4838468214	0.6020008929
46	2015-03-22	0.0560978043	0.5745860652	0.7279686739
23	2015-03-23	0.0576788261	0.5908656957	0.7444096087
13	2015-03-26	0.0658860000	0.5757729231	0.7091974615
15	2015-03-27	0.0850998000	0.3768644667	0.4917211333
24	2015-03-28	0.0759201250	0.3262336250	0.4342877500
24	2015-04-01	0.0751392500	0.5355016250	0.6917350417
17	2015-04-02	0.0878212941	0.5299908235	0.6838366471
27	2015-04-04	0.0703552593	0.6623697407	0.8351546667
14	2015-04-05	0.1524231429	0.3321727143	0.4151496429
16	2015-04-06	0.1292694375	0.2633357500	0.3351059375
21	2015-04-09	0.0778579048	0.5203277143	0.6712768571
12	2015-04-14	0.3156092500	0.1717322500	0.2117417500
17	2015-04-20	0.3318727647	0.2442160588	0.2717837059
14	2015-04-21	0.0972010000	0.3547305000	0.4749907857
18	2015-04-23	0.2007047778	0.2869275556	0.3371254444
35	2015-04-24	0.2887820571	0.1711425143	0.2117262286
25	2015-04-25	0.2127326400	0.2264997600	0.2748399600
17	2015-04-26	0.3010116471	0.2090504118	0.2435698824
35	2015-04-27	0.5781507714	0.1939524857	0.1897863143
36	2015-04-28	0.4601963056	0.2219591389	0.2164056667
43	2015-04-29	0.2990075581	0.2311095116	0.2435616047
41	2015-04-30	0.2308880000	0.2191317317	0.2607157805
39	2015-05-01	0.1498539744	0.2500971026	0.3113216410
35	2015-05-02	0.1433853143	0.4721764857	0.5534464571
30	2015-05-03	0.3310486000	0.2634232000	0.2819265667
26	2015-05-04	0.3123938077	0.2328279615	0.2536642308
23	2015-05-05	0.3334118261	0.2151315217	0.2365401739
23	2015-05-06	0.4494081304	0.1909456087	0.2053853913
30	2015-05-07	0.4401815000	0.1724421667	0.1798708333
45	2015-05-08	0.3508398889	0.2069636222	0.2173844444
29	2015-05-09	0.2878662069	0.2203876207	0.2428470000
24	2015-05-10	0.3505370833	0.1971349583	0.2154430417
13	2015-05-11	0.4143316154	0.1706961538	0.1815982308
16	2015-05-12	0.4449042500	0.1639812500	0.1653203750
22	2015-05-13	0.4059058182	0.1782911364	0.1794558182
24	2015-05-15	0.4235818750	0.1307956250	0.1297989583
26	2015-05-20	0.3986464231	0.2234196538	0.2459961154
22	2015-05-21	0.5068925909	0.1567237273	0.1545622273
22	2015-05-22	0.4691831364	0.1436740455	0.1425734091
20	2015-05-23	0.4382958500	0.1664764500	0.1830873500
13	2015-05-24	0.3789433077	0.1624189231	0.1832100000
25	2015-05-26	0.1412448800	0.3066214000	0.3814256000
16	2015-05-27	0.2195201875	0.1520270625	0.2166175625
17	2015-06-03	0.2529993529	0.2649870588	0.3185014118
18	2015-06-05	0.3685631667	0.1686564444	0.2049147222
18	2015-06-06	0.3498782222	0.1682310556	0.2041620000
31	2015-06-07	0.3588293871	0.1663935806	0.1777311290
26	2015-06-10	0.1295326923	0.2647512308	0.3344706154
15	2015-06-11	0.1737084000	0.2496026667	0.3060736000
17	2015-06-12	0.5489842941	0.0904016471	0.0937150588
20	2015-06-17	0.9821575500	0.0552158000	0.0432337500
21	2015-06-18	1.2949584286	0.0666917143	0.0488190952
13	2015-06-19	0.6994603077	0.0960404615	0.0824131538
22	2015-06-20	0.3065205909	0.1855379091	0.1906528636
40	2015-06-24	0.6329303750	0.1046495750	0.0831518000
13	2015-06-25	0.3749861538	0.1553083077	0.1444808462
16	2015-07-01	0.4144262500	0.1089105000	0.1041432500
12	2015-07-04	0.4974534167	0.1226470833	0.1230085833
20	2015-07-05	0.4619786000	0.0870642500	0.0818013000
20	2015-07-09	0.2772373500	0.2028932000	0.2033099500
20	2015-07-10	0.1061044500	0.3510941000	0.4415954000
15	2015-07-12	0.2491086667	0.1869034667	0.2094894000
18	2015-07-13	0.1335842222	0.2395773889	0.3010712778
21	2015-07-14	0.2595800952	0.2073442381	0.2429232381
16	2015-07-15	0.1310034375	0.3233778750	0.3965958750
26	2015-07-17	0.2533771923	0.1986813846	0.2211424615
34	2015-07-18	0.4553578824	0.0910527059	0.1112078235
30	2015-07-19	0.4287520667	0.0555761333	0.0787031667
25	2015-07-23	0.3499726000	0.1069188000	0.1312323200
30	2015-07-24	0.2628922333	0.0910878667	0.1227838000
34	2015-07-28	0.4015118235	0.0535489706	0.0635627353
14	2015-07-29	0.1525870714	0.3268465714	0.4032911429
14	2015-07-30	0.1027060000	0.3011971429	0.3896502143
22	2015-07-31	0.2534562273	0.1878776818	0.2155809091
43	2015-08-01	0.1410749302	0.2832124884	0.3464537442
22	2015-08-04	0.2293664091	0.1874869545	0.2257537727
26	2015-08-05	0.1915593462	0.2340613846	0.2790708846
36	2015-08-06	0.1463596389	0.2877512222	0.3336593611
27	2015-08-07	0.0602291111	0.6119467407	0.7566731481
29	2015-08-09	0.0776775517	0.3761563103	0.5058151724
19	2015-08-10	0.0857154211	0.3530780000	0.4847141579
12	2015-08-12	0.1256734167	0.2661081667	0.3646073333
30	2015-08-13	0.1030019333	0.2824895667	0.3708050333
24	2015-09-15	0.3708396250	0.1448835417	0.1570100000
32	2015-09-16	0.2637295000	0.2210718438	0.2511078125
31	2015-09-17	0.1678211935	0.2793954194	0.3184150645
22	2015-09-18	0.1447638636	0.3814781364	0.4433360000
38	2015-09-19	0.0860923158	0.6206265789	0.7182155000
20	2015-09-20	0.0666847500	0.6982105500	0.8189494000
30	2015-09-21	0.0938258333	0.7908929667	0.9015934000
38	2015-09-22	0.0897844211	0.7196268684	0.8207207895
31	2015-09-23	0.0640159355	0.7092420323	0.8492598710
27	2015-09-24	0.0658806667	0.7739239259	0.9043811111
46	2015-09-25	0.0629523696	0.8998984783	1.0210302391
51	2015-09-26	0.1139236667	1.1436547255	1.2135662745
41	2015-09-27	0.1145448780	1.1532621951	1.2214514390
19	2015-09-28	0.0716115789	1.0929466842	1.2537101579
32	2015-09-29	0.0546454375	0.9532872500	1.1378121250
22	2015-10-05	0.0970555455	0.2236445000	0.3224163182
14	2015-10-09	0.4012742857	0.0838478571	0.0822275000
29	2015-10-12	0.1840200000	0.0962781724	0.1383658621
21	2015-10-13	0.0806526667	0.4476774762	0.5712676190
17	2015-10-14	0.0704021765	0.3448959412	0.4478398824
35	2015-10-15	0.0954175429	0.3155205143	0.3786544286
26	2015-10-16	0.0447675769	0.5560454615	0.7076914231
35	2015-10-17	0.0738518857	0.7635958571	0.9012420000
47	2015-10-18	0.0703860638	0.9361759574	1.0842629362
53	2015-10-19	0.0582184151	0.8567854717	1.0089008491
26	2015-10-20	0.0603177308	0.5716958846	0.7110505769
20	2015-10-21	0.0730708500	0.5022839000	0.6379659500
30	2015-10-22	0.0711480333	0.4841415333	0.6360698333
34	2015-10-23	0.0734960294	0.3900745294	0.5139383824
15	2015-10-26	0.1017113333	0.2476397333	0.3350090667
22	2015-10-27	0.0813111818	0.1851448182	0.2819442273
31	2015-10-28	0.0612183871	0.3956230968	0.5234088065
15	2015-10-29	0.1167758000	0.1663828000	0.2341040000
33	2015-10-30	0.1067852121	0.2004634545	0.2804647576
14	2015-10-31	0.0963848571	0.2093160714	0.2838565714
15	2015-11-04	0.1217806000	0.1053186667	0.1627754667
13	2015-11-07	0.0653713846	0.4560806154	0.5846288462
20	2015-11-12	0.1332274500	0.1590190500	0.2141133000
27	2015-11-13	0.0659505185	0.3322916667	0.4492512222
32	2015-11-14	0.0568732813	0.3134688438	0.4347399688
33	2015-11-15	0.0943666061	0.2226905758	0.3097733030
24	2015-11-16	0.1209135417	0.1105941250	0.1554831667
15	2015-11-17	0.1196965333	0.0821092000	0.1309038000
35	2015-11-18	0.1231511143	0.1007064000	0.1466410000
15	2015-11-20	0.0676104000	0.3831229333	0.4809298000
21	2015-11-21	0.0626376190	0.4766130476	0.5872859524
18	2015-11-22	0.0892514444	0.5377020556	0.6556410556
29	2015-11-23	0.1063757241	0.3980496897	0.5099562414
23	2015-11-25	0.1989450870	0.0771890000	0.1053843478
23	2015-11-26	0.1081383913	0.1432327826	0.2091893478
20	2015-11-27	0.1421005000	0.1342599500	0.1880960000
15	2015-11-30	0.0919113333	0.4060528667	0.5342536000
15	2015-12-02	0.1121493333	0.1270967333	0.2130168667
12	2015-12-04	0.1973223333	0.3456875000	0.4188234167
18	2015-12-05	0.1741563889	0.4080704444	0.4856892778
33	2015-12-06	0.0826845758	0.1038880909	0.1809090000
20	2015-12-07	0.1172237500	0.1214183500	0.1932901500
26	2015-12-09	0.0875005385	0.1766077692	0.2677000385
24	2015-12-11	0.1668583750	0.0482678750	0.0677128750
23	2015-12-12	0.1442571304	0.0552644348	0.0882355652
13	2015-12-13	0.1210091538	0.1245120000	0.1920120769
33	2015-12-15	0.0744371212	0.2542776364	0.3580143636
23	2015-12-16	0.0718898261	0.3254560435	0.4372601739
19	2015-12-17	0.0892116842	0.3300147368	0.4328259474
13	2015-12-20	0.2222109231	0.2204226923	0.2713601538
13	2015-12-22	0.1144621538	0.0905374615	0.1481319231
32	2015-12-28	0.1059303125	0.1057929375	0.1675147813
13	2015-12-29	0.1282903077	0.1189635385	0.1796759231
18	2015-12-30	0.1938082222	0.2025788333	0.2430421667
20	2015-12-31	0.1201540000	0.1467293500	0.2161952000
15	2016-01-01	0.1768699333	0.1035867333	0.1545209333
20	2016-01-02	0.1052367000	0.0751474000	0.1389044500
17	2016-01-04	0.1802764706	0.2199057059	0.2870414118
32	2016-01-07	0.1633562500	0.2135452813	0.2875148438
36	2016-01-09	0.1397771944	0.2704895278	0.3420744167
46	2016-01-10	0.0504818696	0.4647915652	0.6120661739
40	2016-01-11	0.0514668750	0.4577001000	0.6357691500
14	2016-01-12	0.0492397857	0.4079594286	0.5941557857
17	2016-01-18	0.0582599412	0.3088398824	0.4781876471
22	2016-01-19	0.0867861364	0.2058834091	0.3368198636
20	2016-01-20	0.0968313500	0.1458810500	0.2404450500
17	2016-01-21	0.2170083529	0.1488928824	0.1941612941
19	2016-01-22	0.1491352105	0.2261391053	0.3016527368
12	2016-01-23	0.0989575000	0.1208302500	0.2007850833
22	2016-01-24	0.0879203636	0.1198229545	0.2098961364
33	2016-01-25	0.1539697273	0.1485722424	0.1921687273
17	2016-01-26	0.2824431176	0.1403351176	0.1650768824
12	2016-01-27	0.1723520000	0.1493680833	0.1959861667
14	2016-01-28	0.1294803571	0.0416818571	0.0990733571
40	2016-01-29	0.0801183500	0.1447258000	0.2367168000
37	2016-01-30	0.1406482973	0.2183938108	0.2771191351
39	2016-01-31	0.2861648974	0.1946162564	0.2197706923
18	2016-02-02	0.1959199444	0.1743551667	0.2044184444
47	2016-02-03	0.1554503830	0.1699401064	0.1976745532
30	2016-02-04	0.1289123000	0.2461663667	0.2856505333
20	2016-02-07	0.1870159000	0.0732510000	0.0945003500
12	2016-02-08	0.1565979167	0.0549369167	0.0964132500
17	2016-02-09	0.1229292941	0.1521967059	0.2387905882
23	2016-02-11	0.4014653043	0.3424012174	0.3651416522
20	2016-02-12	0.4126272500	0.2697695500	0.2882303000
30	2016-02-13	0.2992174333	0.1501509333	0.1648846667
23	2016-02-15	0.2674073913	0.2112629130	0.2598208261
14	2016-02-16	0.2164974286	0.2698526429	0.3380661429
26	2016-02-17	0.1733104231	0.1587658462	0.2116839231
38	2016-02-18	0.1767650789	0.1754844211	0.2233561316
42	2016-02-19	0.1545536905	0.1259585952	0.1760554524
24	2016-02-20	0.0894122500	0.1272590417	0.2171311667
34	2016-02-21	0.0822316471	0.1477127059	0.2400741471
40	2016-02-22	0.0872093750	0.1038427000	0.1864302750
19	2016-02-23	0.1498642632	0.0815507368	0.1472846316
41	2016-02-24	0.0811413659	0.0866671707	0.1805081463
29	2016-02-26	0.0807737241	0.0782886552	0.1847241724
17	2016-02-27	0.1180441176	0.1478147059	0.2368968824
24	2016-02-28	0.3140135833	0.1477615833	0.1869067083
25	2016-02-29	0.2519730000	0.1273281200	0.1720911600
30	2016-03-01	0.2070943667	0.1530667000	0.2013821667
20	2016-03-02	0.2287572500	0.1148494000	0.1640362500
39	2016-03-03	0.1323286667	0.2294962821	0.3296593846
16	2016-03-04	0.1947698125	0.6830371250	0.8160186875
28	2016-03-05	0.1105944643	0.3175152500	0.4084657500
20	2016-03-06	0.1979509500	0.3497182500	0.4013353500
34	2016-03-09	0.0757010294	0.6274135294	0.7957060882
20	2016-03-11	0.0561521500	0.4398281000	0.6174527000
31	2016-03-13	0.2378397742	0.6304676452	0.7431702258
20	2016-03-14	0.1372627500	0.6855750500	0.8328828000
28	2016-03-15	0.1089157857	0.8098840714	0.9852016786
34	2016-03-16	0.1381825294	1.1042985882	1.2674252059
24	2016-03-17	0.0826949583	0.6720804167	0.8794832500
24	2016-03-18	0.0423956250	0.7548245417	1.0885256667
21	2016-03-19	0.0536710952	0.3984613333	0.6423690476
36	2016-03-20	0.1063676944	0.3501069722	0.5129940556
17	2016-03-21	0.1245321765	0.2835350588	0.4227270588
14	2016-03-22	0.1197557143	0.3108032857	0.4488407143
23	2016-03-24	0.1128226957	0.2028346957	0.3088616957
40	2016-03-26	0.0860334000	0.1467445500	0.2698515750
34	2016-03-27	0.1233656765	0.1513956176	0.2501287941
18	2016-03-28	0.0975646667	0.2698302778	0.4013092778
29	2016-03-29	0.0909983793	0.2261432069	0.3534315172
34	2016-04-03	0.0773756176	0.3814092647	0.5525658235
17	2016-04-04	0.0998139412	0.1089160588	0.2230692941
26	2016-04-05	0.0821964231	0.2703051538	0.4219603846
25	2016-04-06	0.1402684000	0.7074811600	0.8704286000
21	2016-04-07	0.1496139524	0.8312981905	0.9949684286
23	2016-04-08	0.0709416522	0.3747266957	0.5757863478
26	2016-04-09	0.0628777692	0.2214043846	0.4024509615
33	2016-04-10	0.0493847879	0.2612526970	0.4854053636
16	2016-04-11	0.0831796875	0.1851929375	0.3441574375
17	2016-04-12	0.0817098235	0.2225781176	0.3842331176
42	2016-04-14	0.0658549048	0.5818463810	0.8551875952
40	2016-04-15	0.0905268250	1.0855342000	1.3555190500
14	2016-04-21	0.2626345000	0.1970934286	0.2487362143
14	2016-04-23	0.3396142143	0.2379984286	0.3003678571
36	2016-04-24	0.2997827222	0.1605033056	0.2133591111
39	2016-04-25	0.3010406667	0.2466647692	0.3090393846
21	2016-04-26	0.2192084762	0.2063815714	0.2895286190
25	2016-04-27	0.2117409600	0.1818009200	0.2560214400
34	2016-04-28	0.2922043824	0.1331240882	0.1751947647
19	2016-05-05	0.0876836842	0.4997337368	0.6607600526
35	2016-05-06	0.1461771143	0.4854302000	0.6074159429
34	2016-05-07	0.1757462647	0.2951528235	0.3955027353
13	2016-05-08	0.1853986154	0.2954916923	0.3983219231
39	2016-05-09	0.0936948205	0.1640253333	0.2980277179
14	2016-05-11	0.0947615714	0.1086230000	0.2350278571
16	2016-05-14	0.1092851875	0.1063983750	0.2330660000
22	2016-05-15	0.1195730909	0.3563123636	0.5010528636
35	2016-05-16	0.1074988857	0.1756364286	0.3107388571
23	2016-05-18	0.3166187826	0.1371706957	0.1633261739
19	2016-05-19	0.2924722105	0.1279817895	0.1448968421
22	2016-05-22	0.2511369545	0.1471336818	0.2000252727
28	2016-05-23	0.2678482143	0.1090542857	0.1352427143
13	2016-05-24	0.1434976154	0.1495327692	0.2459176154
16	2016-05-25	0.0854586250	0.2771872500	0.4419911250
12	2016-06-02	0.6958947500	0.0764238333	0.0715780833
15	2016-06-03	0.3942762667	0.0801894667	0.0822699333
15	2016-06-04	0.1581106667	0.1639822667	0.2225022667
21	2016-06-08	0.3814433810	0.0449894762	0.0716939524
30	2016-06-09	0.1658067667	0.2301087333	0.2875422000
26	2016-06-10	0.1844326923	0.2383746154	0.2926591154
13	2016-06-11	0.1830390769	0.1821410000	0.2528414615
21	2016-06-13	0.3376841429	0.1034204762	0.1295517143
23	2016-06-14	0.3994458261	0.1056785652	0.1195848261
27	2016-06-15	0.0718032593	0.4448028889	0.6490825185
27	2016-06-16	0.1728335556	0.2012150370	0.2536332963
31	2016-06-17	0.1978963871	0.1204861935	0.1695636774
31	2016-06-22	0.1735449355	0.0798130645	0.1352380000
21	2016-06-23	0.3672342857	0.0724940000	0.0764138095
12	2016-06-24	0.7049805000	0.0150715833	0.0042090000
13	2016-06-26	0.2233844615	0.2293760000	0.2484154615
31	2016-06-27	0.0771912581	0.3711543548	0.5084634194
16	2016-06-28	0.1573369375	0.0611061250	0.1221483125
26	2016-06-29	0.2145326923	0.0688512692	0.1083611538
28	2016-06-30	0.1541376071	0.1696428571	0.2401642143
18	2016-07-02	0.2380879444	0.0600105000	0.0834690556
22	2016-07-19	0.1450716818	0.1768771364	0.2221272727
19	2016-07-21	0.3347147368	0.0622704211	0.0770233158
25	2016-07-22	0.2157917200	0.1353240800	0.1731435600
41	2016-07-23	0.1428504390	0.1631720976	0.2186336585
19	2016-07-24	0.1401225263	0.1682662632	0.2208776842
28	2016-07-25	0.2644371071	0.1714221786	0.1765274286
35	2016-07-26	0.3969707429	0.1135528857	0.1154350571
28	2016-07-27	0.3462369286	0.1134606071	0.1232805714
19	2016-07-28	0.1456444211	0.1681667895	0.2154481579
24	2016-07-29	0.1574551250	0.1232995417	0.1590987917
19	2016-07-30	0.1283880526	0.1909867368	0.2700083158
23	2016-07-31	0.1014134348	0.2283447391	0.3143390435
12	2016-08-01	0.3485711667	0.0698540833	0.0844950833
18	2016-08-02	0.2091900556	0.1678191111	0.1976384444
13	2016-08-03	0.2013386154	0.1691878462	0.1801759231
30	2016-08-04	0.1253436000	0.2240595000	0.3164337333
28	2016-08-05	0.0700434286	0.3840298571	0.5150303571
31	2016-08-06	0.0478954839	1.0117088387	1.2051737742
25	2016-08-07	0.1474231200	0.2411170400	0.2829472400
32	2016-08-08	0.2454850938	0.1489576875	0.1688301563
25	2016-08-09	0.2025454800	0.1901954000	0.2274348000
35	2016-08-13	0.2154442286	0.1783505714	0.1985166571
29	2016-08-15	0.1605625172	0.2912943793	0.3738339655
27	2016-08-16	0.1237229259	0.2094313704	0.2773982593
27	2016-08-18	0.2063163333	0.2166831481	0.2865143704
16	2016-08-19	0.2212143750	0.2277690000	0.3025321875
39	2016-08-20	0.1093054615	0.3361329231	0.4084588462
42	2016-08-21	0.1754464286	0.2589357381	0.3065351429
33	2016-08-22	0.1953871212	0.2424045455	0.2721469697
25	2016-08-24	0.0374984000	0.4002127200	0.6269002400
37	2016-08-25	0.1583938378	0.3172398919	0.3946058919
32	2016-08-26	0.1052102500	0.3546286250	0.4408257188
34	2016-08-27	0.1513915882	0.4006260588	0.4554565882
28	2016-08-28	0.2932158214	0.1241606429	0.1214628929
20	2016-08-30	0.0648088500	0.2549102500	0.3693826000
22	2016-08-31	0.0594205455	0.3782673182	0.5106865455
12	2016-09-02	0.4998340000	0.0646233333	0.0583824167
40	2016-09-06	0.3253535000	0.0540555250	0.0541364000
23	2016-09-07	0.0656348261	0.3493023043	0.4700466522
39	2016-09-08	0.0638555897	0.2406265641	0.3652136154
27	2016-09-09	0.2040632963	0.2611248889	0.3022296667
25	2016-09-10	0.3623444000	0.1116203600	0.1226664800
33	2016-09-11	0.2605829091	0.1860716061	0.2224337273
27	2016-09-12	0.2271483704	0.2013875556	0.2405026667
42	2016-09-13	0.1669815714	0.2600910000	0.2993140714
13	2016-09-14	0.0764573077	0.4975539231	0.6122097692
19	2016-09-15	0.1484322105	0.3801609474	0.4684596316
24	2016-09-16	0.1524609583	0.3292578333	0.3916835000
34	2016-09-18	0.0698522647	0.6370811471	0.7722637059
19	2016-09-19	0.1418496842	0.1962795789	0.2696907895
34	2016-09-20	0.1429572941	0.3705660588	0.4411995000
37	2016-09-21	0.1067733514	0.4049433514	0.4780784595
34	2016-09-23	0.0800067941	0.3494600294	0.4085838529
21	2016-09-24	0.0617622857	0.3053280000	0.4112785238
45	2016-09-26	0.0461687111	0.5659994444	0.7387287778
20	2016-09-27	0.1777944500	0.1448109000	0.1693387000
31	2016-09-30	0.3181591290	0.0800157742	0.0717606129
18	2016-10-01	0.1764607222	0.1102717778	0.1409636667
25	2016-10-09	0.0910664800	0.4801969600	0.5964580000
21	2016-10-12	0.0389787619	0.3826171429	0.5780616190
31	2016-10-13	0.1050608387	0.2478898710	0.3254418710
37	2016-10-14	0.0444514054	0.7248298108	0.9072515946
37	2016-10-15	0.0420601892	1.0722940811	1.2334603784
33	2016-10-16	0.0646821515	0.9590833030	1.0907667273
23	2016-10-17	0.0633916522	0.8205878696	0.9752485217
31	2016-10-18	0.1485100645	0.8235438387	0.9416763226
35	2016-10-19	0.1224388000	0.7122660000	0.8569033143
19	2016-10-20	0.0970384211	0.1607492632	0.2505876316
21	2016-10-21	0.0649341429	0.4220465714	0.5731623333
27	2016-10-22	0.1622918519	0.2347575556	0.3191900370
25	2016-10-23	0.1577821600	0.2717296000	0.3117884400
15	2016-10-24	0.0441872000	0.6659474000	0.8146892000
27	2016-10-25	0.0546402222	0.9411322593	1.1146223333
36	2016-10-27	0.0455668333	1.5327238611	1.6224140833
33	2016-10-28	0.0282866667	1.8604116061	1.9895038485
36	2016-10-29	0.0661856111	0.4555770833	0.6017016389
19	2016-10-30	0.0398648947	1.1458507368	1.3360126316
30	2016-10-31	0.0615613000	1.1092658667	1.2586955000
18	2016-11-01	0.1792799444	0.8389970000	0.9679333333
16	2016-11-03	0.1406471250	1.0315540000	1.1417372500
13	2016-11-07	0.1455742308	0.2887627692	0.3455777692
13	2016-11-13	0.0531495385	0.2547520769	0.4438300769
13	2016-11-17	0.1531377692	0.3159720769	0.4064291538
22	2016-11-19	0.0949878636	0.2209938182	0.3776979545
29	2016-11-20	0.0590157586	0.4799935862	0.7271748966
24	2016-11-21	0.0595255000	0.3672782500	0.5941813333
12	2016-11-22	0.0685119167	0.6559903333	0.9336846667
18	2016-11-26	0.0506386111	0.5434359444	0.8679342778
18	2016-11-27	0.0711792778	0.4196607222	0.6607933333
32	2016-12-02	0.0797376875	0.5169581250	0.7385008750
25	2016-12-03	0.0635960400	0.5159919200	0.7557298000
36	2016-12-04	0.0603055833	0.6706211944	0.9561719444
15	2016-12-05	0.0526998000	0.6771114667	0.9808990000
20	2016-12-06	0.0569931500	0.5492198000	0.8134859000
16	2016-12-07	0.1057342500	0.4562526250	0.6277885625
15	2016-12-10	0.1874837333	0.4412063333	0.5519451333
