nbdates	date	aot_440_daily	pm	angstrom440_870	angstrom440_675
28	2010-03-24	0.1245971786	2.700000	0.2434789643	0.3932207500
29	2010-03-25	0.3421482069	1.700000	0.2464877241	0.2731908621
24	2010-03-26	0.2645535417	5.000000	0.2677508333	0.3076575833
46	2010-03-27	0.0616159130	1.000000	0.4566205435	0.7792370000
26	2010-03-28	0.0747205385	0.700000	0.2849032308	0.5792275385
24	2010-03-29	0.0973167917	16.800000	0.2335939167	0.4207867500
26	2010-03-30	0.2728019615	62.200000	0.0880525769	0.1231554615
24	2010-03-31	0.3030760833	91.600000	0.1003105833	0.1257835833
53	2010-04-01	0.5932783208	147.900000	0.1072917925	0.1033154340
21	2010-04-12	0.1677295238	13.000000	0.1735400952	0.2751230000
12	2010-05-13	0.1025468333	4.300000	0.3069436667	0.5565617500
24	2010-05-19	0.1222800417	4.700000	0.3448708333	0.5178337083
19	2010-05-21	0.1643594211	36.600000	0.1516507895	0.2533374737
20	2010-05-22	0.2768394000	61.800000	0.1726472000	0.2349313500
14	2010-06-01	0.8827172143	82.300000	0.1139906429	0.0907057857
37	2010-06-02	0.5909631892	88.200000	0.1680267568	0.1527768649
30	2010-06-03	0.5190561000	94.200000	0.1323834333	0.1285770667
32	2010-06-04	0.1624085000	14.800000	0.1432482188	0.2435784688
36	2010-06-05	0.2328648333	36.100000	0.1883560278	0.2248025833
13	2010-06-07	0.1100313846	69.900000	0.2097330000	0.3447270769
22	2010-06-10	0.3217410909	52.500000	0.1270155909	0.1531215455
20	2010-06-11	0.1502709000	50.700000	0.2053761500	0.3011326500
34	2010-06-12	0.1735084118	36.900000	0.1850611176	0.2502026176
24	2010-06-13	0.1001960000	7.100000	0.4138694583	0.6222712917
12	2010-06-15	0.0983802500	3.800000	0.2989817500	0.4616159167
29	2010-08-05	0.2632044828	35.300000	0.1337448966	0.1204905862
28	2010-08-06	0.3619666071	62.800000	0.0991542500	0.0940083929
52	2010-08-10	0.0322757115	3.300000	0.6838548846	0.8125460192
41	2010-08-11	0.1723594634	16.400000	0.1439120000	0.1451926341
43	2010-08-12	0.1088920233	97.900000	0.1625127442	0.1830388372
44	2010-08-13	0.0680483864	27.600000	0.5115958182	0.6088227273
18	2010-08-15	0.1539611667	5.200000	0.1610155000	0.1684772778
36	2010-08-18	0.3914926944	63.900000	0.0602062778	0.0552589722
35	2010-08-19	0.2406214571	23.900000	0.1207146286	0.1274254571
42	2010-08-20	0.0817051905	17.700000	0.2570048095	0.3191555238
25	2010-08-21	0.1073150400	12.700000	0.1498935600	0.1681286400
35	2010-08-22	0.0650358000	13.300000	0.1837955714	0.2135298286
19	2010-08-23	0.0986496316	42.100000	0.2533375789	0.2673886842
43	2010-08-25	0.1408544419	32.600000	0.1229769535	0.1276822791
29	2010-08-26	0.0899330345	11.400000	0.2189548966	0.2306580345
31	2010-08-27	0.0735361613	3.400000	0.3558114194	0.4057955806
17	2010-08-31	0.1791349412	19.100000	0.3235130588	0.3324480000
30	2010-09-02	0.3956943333	44.400000	0.1574373000	0.1569940667
27	2010-09-03	0.4159776296	12.100000	0.1939051481	0.1957563333
32	2010-09-04	0.1634274375	7.800000	0.4005238438	0.4636772813
30	2010-09-05	0.1632693333	13.200000	0.2654069333	0.3079077667
52	2010-09-06	0.0673976731	6.200000	0.4132843654	0.4614649423
27	2010-09-07	0.0855881111	7.400000	0.2837465185	0.3059293704
22	2010-09-08	0.0570770455	4.600000	0.2910550909	0.3502935909
12	2010-09-11	0.0558480000	2.100000	0.8859825000	1.0587340833
42	2010-09-12	0.0254598810	2.500000	0.3213537857	0.4926577857
29	2010-09-13	0.0642962759	5.700000	0.3225864483	0.4558438621
46	2010-09-14	0.0592565435	5.000000	0.3605335000	0.4681056304
33	2010-09-15	0.1040282424	5.700000	0.3170725455	0.4085749091
16	2010-09-19	0.1467677500	1.600000	0.5055418750	0.6594726250
20	2010-09-23	0.1048859000	1.000000	0.1969433500	0.3645573000
18	2010-09-24	0.0727554444	0.600000	0.4142474444	0.6036424444
35	2010-09-25	0.0713008571	8.400000	0.6441461714	0.8903158571
15	2010-09-26	0.1188688667	1.000000	0.6605961333	0.8474209333
29	2010-09-28	0.0293101379	0.400000	0.0903626897	0.4583407931
22	2010-09-29	0.0675103182	1.000000	0.0337336818	0.2421280000
12	2010-10-01	0.1524085833	2.600000	-0.1889380000	-0.0964724167
24	2010-10-22	0.0517247917	0.400000	-0.1769253333	-0.0177510417
25	2010-10-24	0.0640714800	0.500000	-0.1870070400	-0.0579942800
12	2010-10-25	0.0548659167	0.700000	-0.1750320000	0.0668483333
34	2010-10-27	0.0291183529	0.400000	0.0408140000	0.3579635882
24	2010-11-09	0.0703256250	1.300000	-0.1000019167	0.0466567917
23	2010-11-10	0.0380530435	1.300000	-0.0274987391	0.0997860870
18	2010-11-13	0.0895778889	10.300000	-0.0308225000	0.0443256111
28	2010-11-14	0.0597127143	5.100000	-0.0333184286	0.1231637857
16	2010-11-15	0.0529687500	1.800000	0.0146386875	0.1843721875
17	2010-11-17	0.0435971765	4.500000	-0.0036662353	0.1606210588
12	2010-11-30	0.1385054167	0.700000	0.0034943333	0.0342326667
14	2010-12-01	0.0745026429	0.900000	-0.0447822857	-0.0126046429
25	2010-12-06	0.0710582400	0.700000	0.2167768000	0.2755574400
22	2010-12-07	0.1088784545	0.300000	0.0528066364	0.0833626818
28	2010-12-11	0.0710399643	0.600000	0.0037152143	0.0247667857
37	2010-12-12	0.0482142162	0.600000	0.0181520811	0.0573556486
20	2010-12-13	0.0578967500	0.400000	0.0740158000	0.1373531000
15	2010-12-14	0.0732545333	0.400000	-0.0574204667	-0.0237560000
12	2010-12-18	0.0624045833	0.500000	-0.0456580833	0.0144047500
13	2010-12-19	0.0465113077	0.300000	0.0999717692	0.1447337692
21	2010-12-20	0.0604183333	0.800000	0.0247738571	0.0676408095
23	2010-12-28	0.0615225652	4.800000	0.0625555652	0.0999074348
13	2010-12-29	0.0581156923	0.300000	-0.0120300769	0.0235534615
13	2010-12-30	0.0743555385	0.500000	-0.1098202308	-0.0933955385
19	2010-12-31	0.0640525263	0.500000	0.1957375789	0.2568675263
17	2011-01-02	0.0442192353	0.400000	0.1436758235	0.1906805294
22	2011-01-03	0.0477595909	0.700000	0.4423965000	0.5036068636
30	2011-01-04	0.0550935000	2.000000	0.2985497667	0.3478735667
26	2011-01-05	0.1115174231	3.700000	0.1842381923	0.2159400000
14	2011-01-10	0.1044712857	1.700000	-0.0101390000	-0.0010485714
21	2011-01-15	0.1285680476	5.400000	0.0623278571	0.0442250476
16	2011-01-21	0.0773561250	0.600000	-0.2353218750	-0.2306797500
18	2011-01-23	0.0988572222	4.800000	-0.1454496667	-0.1507063333
15	2011-01-30	0.0468987333	0.400000	-0.2364819333	-0.3609638667
28	2011-02-05	0.0512704286	0.200000	-0.0510011071	-0.0169505000
12	2011-02-06	0.1098796667	0.600000	-0.1330179167	-0.1124769167
23	2011-02-19	0.0709254348	0.100000	-0.0904996522	-0.0163800870
12	2011-02-20	0.0570154167	0.400000	-0.1136655833	-0.0380366667
17	2011-02-21	0.0327462353	0.600000	-0.5507448235	-0.4427004706
20	2011-03-02	0.0384718500	0.700000	-0.2601645000	-0.2178318000
32	2011-03-03	0.0481471563	3.700000	-0.3112705938	-0.2534110938
26	2011-03-04	0.1278786154	39.900000	-0.0279420385	-0.0044964615
37	2011-03-05	0.1734673784	12.600000	-0.0023550270	0.0270303243
27	2011-03-10	0.0588025185	0.300000	-0.1090803704	-0.0054569259
38	2011-03-11	0.0320829737	0.400000	0.0573769737	0.2125500526
16	2011-03-12	0.0449859375	0.200000	0.3223440000	0.4816177500
28	2011-03-13	0.0307885357	0.500000	-0.3628611429	-0.2338178571
12	2011-03-17	0.1028580833	0.400000	0.2000003333	0.2729705833
23	2011-03-18	0.0431508261	3.500000	-0.2785984348	-0.1796134783
31	2011-03-21	0.0233735484	0.900000	-0.2539212258	-0.1143026129
16	2011-03-26	0.3030463125	18.300000	0.2276341250	0.2726425000
20	2011-03-27	0.0816012500	1.100000	-0.1591419500	-0.0936875000
13	2011-04-02	0.2430784615	16.800000	0.2754313846	0.2754313846
24	2011-04-04	0.1718283750	9.300000	0.3112727500	0.3112727500
13	2011-04-07	0.2061935385	5.000000	0.2025825385	0.2025825385
22	2011-05-16	0.0782258182	0.500000	0.5481573182	0.5481573182
24	2011-05-17	0.0647478750	19.100000	0.6496875000	0.6496875000
36	2011-05-18	0.1315166944	4.100000	0.2221883889	0.2221883889
20	2011-05-19	0.1037300000	6.400000	0.3344732500	0.3344732500
18	2011-05-21	0.1301388333	10.100000	0.2787800000	0.2787800000
23	2011-05-23	0.1838862609	78.600000	0.2180246522	0.2180246522
44	2011-05-24	0.4377811818	132.200000	0.1197134545	0.1197134545
28	2011-05-26	0.2902570000	86.800000	0.1652695714	0.1652695714
20	2011-05-27	0.1733866000	39.700000	0.2815142000	0.2815142000
19	2011-06-15	0.2875725789	20.400000	0.2325995789	0.2325995789
22	2011-06-20	0.3080130000	34.000000	0.1248178636	0.1248178636
26	2011-06-23	0.3331635385	36.000000	0.1187951538	0.1187951538
36	2011-07-02	0.3643975000	19.900000	0.5287851389	0.6973373333
14	2011-07-04	0.3482227143	20.800000	0.2239191429	0.3054837143
18	2011-07-05	0.3239501667	51.400000	0.2292002778	0.3512603333
22	2011-07-09	0.3503141364	21.600000	0.3768549091	0.4993033182
23	2011-07-10	0.3009772609	18.400000	0.5572800000	0.7046773478
33	2011-07-11	0.2509770303	7.700000	0.4961648485	0.6800213030
13	2011-07-13	0.4253731538	31.800000	0.3609154615	0.4322306154
26	2011-07-14	0.3842760769	36.000000	0.2426690769	0.3549457308
29	2011-07-15	0.3422631724	8.400000	0.3596176897	0.4813362759
28	2011-07-16	0.1643278571	5.700000	0.5195284286	0.7762543214
16	2011-07-18	0.1405697500	15.800000	0.3850478125	0.6207595625
28	2011-07-19	0.1430183214	27.300000	0.2749815000	0.5817135714
33	2011-07-20	0.3834259394	29.100000	0.2164586364	0.2677842121
29	2011-07-21	0.1969950345	6.900000	0.4547304483	0.4547304483
21	2011-07-22	0.1061379048	3.900000	0.7309076667	0.7309076667
26	2011-07-30	0.1747325385	1.600000	0.2187419615	0.4015251154
23	2011-08-07	0.1591883913	4.800000	0.3504794348	0.5972169130
31	2011-08-08	0.1165456774	4.600000	0.5788133871	0.9065401935
29	2011-08-11	0.4023880690	54.500000	0.1233399655	0.1701250690
38	2011-08-12	0.4511693421	99.100000	0.1290412895	0.1684347105
41	2011-08-13	0.2802725854	45.600000	0.1256830000	0.2311195854
21	2011-08-16	0.1296925238	4.600000	0.2837497619	0.6005438571
16	2011-08-17	0.0870826250	5.700000	0.1770946250	0.5160764375
18	2011-08-18	0.1392898333	20.700000	0.2320169444	0.4268285556
29	2011-08-19	0.3252197931	18.500000	0.1589435862	0.2240044483
20	2011-08-22	0.3582442500	7.100000	0.0839660000	0.1580382500
26	2011-08-24	0.3351087308	9.000000	-0.0319515000	0.0407155385
16	2011-08-28	0.1108040625	19.200000	0.2720921875	0.5067684375
24	2011-08-29	0.1524940833	9.800000	0.1990387917	0.3704263750
27	2011-08-30	0.0963007778	0.700000	0.3171166667	0.6447537037
22	2011-08-31	0.1143243636	0.500000	0.2664971818	0.5398612273
44	2011-09-02	0.1321238182	3.700000	0.9465681818	1.1489720909
30	2011-09-03	0.1587185667	5.800000	0.5796249333	0.7660000333
18	2011-09-04	0.1883403889	8.900000	0.4886192222	0.6469956667
40	2011-09-05	0.1594729250	9.000000	0.4463284250	0.6346080000
21	2011-09-06	0.1147570952	4.600000	0.3350047143	0.6173578571
47	2011-09-12	0.1597228936	29.600000	0.2198366596	0.3978283404
25	2011-09-14	0.2620902400	22.200000	0.2133322800	0.3115458400
14	2011-09-15	0.3095282143	15.600000	0.1497532143	0.2515065000
22	2011-09-19	0.0994144091	3.700000	0.3694901818	0.6319137273
50	2011-09-20	0.0664669800	7.200000	0.5867646000	1.0023119800
21	2011-09-21	0.1059497143	10.700000	0.3020795238	0.5366434286
18	2011-09-23	0.2111430556	13.900000	0.0941370556	0.2141965556
27	2011-09-24	0.0973770000	4.600000	0.1630070370	0.4052200370
24	2011-09-30	0.1586694583	2.500000	0.6702617500	0.8917437083
21	2011-10-01	0.0626992381	1.600000	0.2891556667	0.7437813333
22	2011-10-03	0.1868370909	17.300000	0.1217415455	0.2540984545
18	2011-10-08	0.0935324444	3.200000	0.5167668333	0.8037016667
29	2011-10-09	0.0798634828	3.500000	0.3037013793	0.5989698276
30	2011-10-11	0.1409710000	14.900000	0.1448367000	0.2952829333
23	2011-10-13	0.2644039565	48.700000	0.1943210870	0.2524823043
20	2011-10-14	0.2044172500	38.500000	0.2061990000	0.2852982000
28	2011-10-15	0.2013566071	17.600000	0.1657862143	0.2633724286
14	2011-10-18	0.2518517143	24.700000	0.0836407857	0.1802600000
18	2011-10-19	0.3500013889	47.200000	0.1175331111	0.1808802222
19	2011-10-20	0.3780468947	36.400000	0.1099322105	0.1762620526
30	2011-10-22	0.0968309667	8.000000	0.3668853667	0.6663621333
34	2011-10-23	0.0567329706	0.400000	0.4112727941	0.9052218235
24	2011-10-25	0.0551251667	0.400000	0.5679178750	0.9786103333
36	2011-10-26	0.0823261111	4.700000	0.2697656111	0.5184008611
31	2011-10-27	0.0954444516	5.100000	0.2324333871	0.4272133548
24	2011-10-28	0.0831202917	2.600000	0.2462292917	0.4822975000
32	2011-10-29	0.0797301250	0.300000	0.2540087500	0.5357396563
21	2011-11-02	0.2205608571	95.000000	0.1501982857	0.2463458095
16	2011-11-03	0.3553469375	91.800000	0.0941881250	0.1373272500
18	2011-11-07	0.2094282222	11.600000	0.1092972778	0.2257209444
14	2011-11-08	0.1134992143	18.500000	0.1804385714	0.3691331429
20	2011-11-09	0.2081816500	15.800000	0.1076288000	0.2284211000
30	2011-11-14	0.0866271333	1.300000	0.3492262000	0.5789873667
30	2011-11-15	0.0560279667	0.900000	0.3726347667	0.7155404000
16	2011-11-17	0.0826917500	0.300000	0.1356136250	0.3391596250
17	2011-11-18	0.0774618235	0.400000	0.2888587059	0.5105316471
22	2011-11-19	0.0562466364	0.400000	0.4766138636	0.8390955455
22	2011-11-20	0.0469587727	0.200000	0.6300828182	1.0804136818
18	2011-11-21	0.0449342778	0.100000	0.7721076667	1.3068095000
17	2011-11-25	0.1313011176	1.400000	0.2997502941	0.4860158235
40	2011-12-09	0.0607455500	1.600000	0.9599101000	1.3997931000
14	2011-12-10	0.0754186429	3.700000	0.7410661429	1.0721195000
24	2011-12-11	0.0987471667	10.900000	0.5427287917	0.7957449167
17	2011-12-12	0.1400930588	8.000000	0.5313222353	0.7190584118
29	2011-12-13	0.1885235862	27.300000	0.3575869310	0.4870587241
25	2011-12-14	0.2061367600	26.300000	0.3625381600	0.4748176800
41	2011-12-15	0.1333878049	7.200000	0.5578811220	0.7363317073
30	2011-12-16	0.1151527000	0.400000	1.2602952000	1.4008730667
50	2011-12-18	0.0480294200	0.300000	0.4651880000	0.7826990200
26	2011-12-19	0.0782436923	0.500000	0.3697514615	0.6174980385
24	2011-12-24	0.0965255000	1.400000	0.2181755000	0.4166352917
38	2011-12-25	0.0580760526	0.200000	0.4681304474	0.7814794474
